Open Time,Open,High,Low,Close,Volume,Close Time,rsi,stoch_rsi_smooth,wma,sma
1680000000000.0,8.72e-06,8.72e-06,8.71e-06,8.71e-06,80367634,1680000000000.0,25.000000000000014,0.0,8.695924329501913e-06,8.714e-06
1680000000000.0,8.71e-06,8.72e-06,8.71e-06,8.71e-06,90720246,1680000000000.0,33.33333333333333,11.111111111111102,8.696148467432948e-06,8.711999999999999e-06
1680000000000.0,8.71e-06,8.71e-06,8.71e-06,8.71e-06,2185738,1680000000000.0,33.33333333333333,44.444444444444436,8.696372605363985e-06,8.71e-06
1680000000000.0,8.72e-06,8.72e-06,8.71e-06,8.71e-06,5752331,1680000000000.0,33.33333333333333,77.77777777777777,8.696595785440615e-06,8.71e-06
1680000000000.0,8.72e-06,8.72e-06,8.71e-06,8.71e-06,15916402,1680000000000.0,33.33333333333333,100.0,8.696818965517246e-06,8.71e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.73e-06,2560461968,1680000000000.0,50.0,100.0,8.697318007662836e-06,8.714e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.72e-06,704357167,1680000000000.0,50.0,100.0,8.69767816091954e-06,8.716e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.73e-06,49863148,1680000000000.0,60.0,100.0,8.69817624521073e-06,8.72e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.72e-06,74706359,1680000000000.0,50.0,87.50000000000001,8.698536398467434e-06,8.721999999999999e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.73e-06,34123989,1680000000000.0,57.142857142857146,77.9761904761905,8.699034482758621e-06,8.725999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.72e-06,151585948,1680000000000.0,50.0,44.64285714285717,8.699392720306513e-06,8.723999999999998e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.72e-06,9393255,1680000000000.0,50.0,23.809523809523828,8.699751915708812e-06,8.724e-06
1680000000000.0,8.72e-06,8.73e-06,8.72e-06,8.73e-06,48029885,1680000000000.0,62.50000000000001,33.33333333333334,8.700249042145594e-06,8.724e-06
1680000000000.0,8.73e-06,8.73e-06,8.73e-06,8.73e-06,4634116,1680000000000.0,62.50000000000001,66.66666666666667,8.700746168582378e-06,8.726e-06
1680000000000.0,8.72e-06,8.72e-06,8.72e-06,8.72e-06,4036677,1680000000000.0,55.55555555555556,81.48148148148148,8.701104406130265e-06,8.724e-06
1680000000000.0,8.73e-06,8.73e-06,8.73e-06,8.73e-06,106491828,1680000000000.0,60.0,74.8148148148148,8.70159961685824e-06,8.725999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.72e-06,8.72e-06,243529647,1680000000000.0,54.54545454545455,41.481481481481474,8.701954980842911e-06,8.725999999999999e-06
1680000000000.0,8.73e-06,8.73e-06,8.71e-06,8.71e-06,1793882033,1680000000000.0,50.0,26.66666666666666,8.702170498084293e-06,8.721999999999999e-06
1680000000000.0,8.71e-06,8.71e-06,8.71e-06,8.71e-06,9558459,1680000000000.0,50.0,0.0,8.702385057471264e-06,8.717999999999999e-06
1680000000000.0,8.71e-06,8.71e-06,8.71e-06,8.71e-06,112590487,1680000000000.0,40.0,0.0,8.702599616858238e-06,8.716e-06
1680000000000.0,8.71e-06,8.72e-06,8.71e-06,8.72e-06,24013720,1680000000000.0,50.0,22.91666666666667,8.702950191570881e-06,8.714e-06
1680000000000.0,8.72e-06,8.72e-06,8.72e-06,8.72e-06,67005871,1680000000000.0,44.44444444444444,37.73148148148148,8.7032969348659e-06,8.714e-06
